Timestamp,Participant Id,Which chat applications did you search in?,Can you share the query text you typed in your chat application Search Textbox?,What was your search intent when issuing this query to search your historical chat?,What chat objects satisfied your search intents when you used the search function?,How did you search your previous chat conversations?,How were the results displayed when you performed this search? ,How satisfied were you with the results being displayed in that way?,How satisfied were you with the quality of the search results?,How satisfied were you with the chat applications search experience?
10/2/2023 9:53:19,114,Slack,server,Refresh memory about what was said/discussed,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,5,0
10/3/2023 19:22:57,114,Slack,does not work,Resources,Text messages,Keywords within a textbox,"A list of individual messages, in chronological order",6,6,0
10/4/2023 13:59:24,114,Slack,,Resources,URL link,Manually e.g. scrolling up and down,"A list of individual messages, in chronological order",5,5,0
10/5/2023 8:53:04,114,Slack,head,Resources,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",7,6,0
10/9/2023 15:39:56,114,Slack,hugging,Resources,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,5,0
10/9/2023 21:20:40,114,Slack,kinit,Resources,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",6,6,0
9/25/2023 20:48:06,115,MS Teams,Goddard Bld Project ,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",2,3,0
9/25/2023 20:49:18,115,MS Teams,Spare Parts ,Resources,Document,Keywords within a textbox,"A list of individual messages, in chronological order",2,2,0
9/25/2023 20:50:45,115,MS Teams,Exhaust fan installation ,Assigned tasks to members,Names of people or channels/groups mentioned in the chat.,Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",4,3,0
9/25/2023 20:51:19,115,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Manually e.g. scrolling up and down,"A list of individual messages, in chronological order",5,4,0
9/25/2023 20:52:52,115,MS Teams,BMS Meeting ,Resources,Specific keywords or phrases mentioned in the chat.,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,4,0
10/3/2023 10:14:18,115,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of short segments from a conversation, in relevance/best-match order",5,5,0
10/3/2023 10:15:10,115,MS Teams,,Assigned tasks to members,Text messages,Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",3,2,0
10/3/2023 10:15:49,115,MS Teams,,Resources,Names of people or channels/groups mentioned in the chat.,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",3,4,0
10/3/2023 10:16:11,115,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",5,5,0
10/3/2023 10:16:35,115,MS Teams,,Work / Social announcements,Text messages,Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",5,5,0
10/3/2023 10:17:07,115,MS Teams,,Assigned tasks to members,Names of people or channels/groups mentioned in the chat.,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of conversations (multiple, subsequent messages), in chronological order",3,4,0
10/3/2023 10:17:39,115,MS Teams,,Refresh memory about what was said/discussed,Text messages,Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",5,3,0
10/3/2023 10:18:03,115,MS Teams,,Resources,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,4,0
10/3/2023 10:18:16,115,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,3,0
10/3/2023 10:18:37,115,MS Teams,,Resources,Text messages,Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",5,5,0
10/3/2023 10:19:15,115,MS Teams,,Refresh memory about what was said/discussed,Text messages,Manually e.g. scrolling up and down,"A list of short segments from a conversation, in relevance/best-match order",3,3,0
10/3/2023 10:19:37,115,MS Teams,,Refresh memory about what was said/discussed,Text messages,Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",3,4,0
10/3/2023 10:20:04,115,MS Teams,,Resources,Text messages,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",5,5,0
10/3/2023 10:20:14,115,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,3,0
10/3/2023 10:20:38,115,MS Teams,,Resources,Names of people or channels/groups mentioned in the chat.,Natural language phrase/questions,"A list of short segments from a conversation, in relevance/best-match order",5,5,0
10/3/2023 10:20:55,115,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,3,0
10/3/2023 10:21:11,115,MS Teams,,Resources,Text messages,Manually e.g. scrolling up and down,"A list of short segments from a conversation, in relevance/best-match order",4,4,0
10/3/2023 10:21:23,115,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,3,0
10/3/2023 10:21:46,115,MS Teams,,Resources,Names of people or channels/groups mentioned in the chat.,Natural language phrase/questions,"A list of individual messages, in relevance/best-match order",3,3,0
10/3/2023 10:22:11,115,MS Teams,,Resources,Text messages,Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",6,6,0
10/3/2023 10:22:21,115,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,3,0
9/30/2023 23:43:51,118,MS Teams,Proposal,Refresh memory about what was said/discussed,Document,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",3,3,0
10/2/2023 21:22:55,118,MS Teams,Presentation,Resources,Document,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",7,6,0
10/2/2023 21:23:51,118,MS Teams,Karim,"Entities (e.g. People, Brands, places, Movies)",Names of people or channels/groups mentioned in the chat.,Manually e.g. scrolling up and down,"A list of short segments from a conversation, in chronological order",3,5,0
10/2/2023 21:25:12,118,MS Teams,,Assigned tasks to members,Text messages,Manually e.g. scrolling up and down,just the name as I was scrolling,1,3,0
10/3/2023 17:34:25,118,MS Teams,,Work / Social announcements,Specific keywords or phrases mentioned in the chat.,Natural language phrase/questions,"A list of short segments from a conversation, in chronological order",3,6,0
10/3/2023 17:35:41,118,MS Teams,,Refresh memory about what was said/discussed,Names of people or channels/groups mentioned in the chat.,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,3,0
10/3/2023 17:36:13,118,MS Teams,,"Entities (e.g. People, Brands, places, Movies)",Thread of conversation,Manually e.g. scrolling up and down,"A list of short segments from a conversation, in chronological order",4,3,0
10/3/2023 17:37:06,118,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Manually e.g. scrolling up and down,"A list of short segments from a conversation, in chronological order",2,5,0
10/3/2023 17:38:00,118,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Manually e.g. scrolling up and down,"A list of short segments from a conversation, in chronological order",4,3,0
10/3/2023 17:39:01,118,MS Teams,,"Entities (e.g. People, Brands, places, Movies)",Thread of conversation,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",5,3,0
10/3/2023 17:39:52,118,MS Teams,,Assigned tasks to members,Thread of conversation,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,3,0
10/3/2023 17:40:40,118,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Manually e.g. scrolling up and down,Just scrolling,4,3,0
10/3/2023 17:41:50,118,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Manually e.g. scrolling up and down,Just scrolling ,3,3,0
10/3/2023 17:42:44,118,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Manually e.g. scrolling up and down,Just scrolling ,4,3,0
10/3/2023 17:43:03,118,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Manually e.g. scrolling up and down,Just scrolling ,4,3,0
10/3/2023 17:43:39,118,MS Teams,,Refresh memory about what was said/discussed,Thread of conversation,Manually e.g. scrolling up and down,Just scrolling ,4,3,0
10/3/2023 17:44:17,118,MS Teams,,Refresh memory about what was said/discussed,Document,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,3,0
10/4/2023 19:00:10,118,MS Teams,,Refresh memory about what was said/discussed,Text messages,Manually e.g. scrolling up and down,just scrolling,1,3,0
10/4/2023 19:08:45,118,MS Teams,,Refresh memory about what was said/discussed,Text messages,Manually e.g. scrolling up and down,just scrolling,3,3,0
10/4/2023 19:09:24,118,MS Teams,,Refresh memory about what was said/discussed,Text messages,Manually e.g. scrolling up and down,Just Scrolling,4,3,0
10/4/2023 19:10:40,118,MS Teams,,Refresh memory about what was said/discussed,Text messages,Manually e.g. scrolling up and down,Just Scrolling,2,3,0
10/4/2023 19:11:07,118,MS Teams,,Refresh memory about what was said/discussed,Text messages,Manually e.g. scrolling up and down,Just Scrolling,2,3,0
10/4/2023 19:11:41,118,MS Teams,,Refresh memory about what was said/discussed,Text messages,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,3,0
10/4/2023 19:12:39,118,MS Teams,,"Entities (e.g. People, Brands, places, Movies)",Text messages,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",5,4,0
10/10/2023 16:55:38,119,MS Teams,CgepsAdministrator,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",2,6,0
10/10/2023 16:58:16,119,MS Teams,gluten,Work / Social announcements,Text messages,Keywords within a textbox,"A list of individual messages, in chronological order",6,6,0
10/13/2023 4:23:47,119,MS Teams,TAFE,Question-answering,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",6,7,0
10/13/2023 4:26:18,119,MS Teams,"""has moved their audit into a status of Review""",Question-answering,Specific keywords or phrases mentioned in the chat.,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of individual messages, in relevance/best-match order",7,7,0
10/13/2023 4:27:52,119,MS Teams,clause,Question-answering,Specific keywords or phrases mentioned in the chat.,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of individual messages, in chronological order",7,7,0
10/13/2023 4:31:23,119,MS Teams,"""people matter survey""",Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",3,4,0
10/13/2023 4:33:06,119,MS Teams,authorisation,Assigned tasks to members,Specific keywords or phrases mentioned in the chat.,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",4,3,0
10/13/2023 4:34:08,119,MS Teams,structured,Assigned tasks to members,Specific keywords or phrases mentioned in the chat.,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,6,0
10/13/2023 4:36:42,119,MS Teams,andrew,"Entities (e.g. People, Brands, places, Movies)",Thread of conversation,Manually e.g. scrolling up and down,"A list of conversations (multiple, subsequent messages), in relevance/best-match order",6,7,0
10/13/2023 4:40:59,119,MS Teams,minister,Question-answering,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",6,6,0
9/25/2023 23:26:05,121,Slack,in:@Eugene dinner,Work / Social announcements,Text messages,Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",2,2,0
9/25/2023 23:27:45,121,Slack,in:#trec password,Refresh memory about what was said/discussed,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",6,6,0
9/25/2023 23:29:10,121,Slack,in:@Eugene Din Tai Fung,"Entities (e.g. People, Brands, places, Movies)",Text messages,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of individual messages, in relevance/best-match order",6,6,0
9/25/2023 23:30:16,121,Slack,raclette,Resources,"Multimedia (e.g. images, videos).",Manually e.g. scrolling up and down,list was empty,1,1,0
9/25/2023 23:31:18,121,Slack,in:@Paul diploma,Resources,"Multimedia (e.g. images, videos).",Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",2,5,0
9/25/2023 23:32:09,121,Slack,gifts,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of individual messages, in chronological order",5,5,0
9/25/2023 23:33:25,121,Slack,in:#lsr LexMae,Refresh memory about what was said/discussed,Thread of conversation,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of individual messages, in relevance/best-match order",5,6,0
9/25/2023 23:34:38,121,Slack,in:#general november,Work / Social announcements,Text messages,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of individual messages, in relevance/best-match order",7,7,0
9/25/2023 23:35:37,121,Slack,CORE,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,6,0
9/25/2023 23:36:41,121,Slack,in:@andrew ta,Assigned tasks to members,Thread of conversation,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of individual messages, in relevance/best-match order",5,2,0
9/25/2023 23:38:28,121,Slack,in:@cristina address,Refresh memory about what was said/discussed,Text messages,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of individual messages, in relevance/best-match order",7,7,0
9/25/2023 23:39:32,121,Slack,leo,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",4,6,0
9/25/2023 23:40:07,121,Slack,cosc999,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",6,5,0
10/2/2023 17:56:18,121,Slack,arxiv proposal,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",3,2,0
10/2/2023 17:57:32,121,Slack,2024 website,Resources,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",7,7,0
10/2/2023 18:00:10,121,Slack,splade,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of individual messages, in chronological order, but they could be expanded out to the entire conversation",5,6,0
10/2/2023 18:02:10,121,Slack,USS pension updates,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,Empty result list,1,1,0
10/2/2023 18:07:54,121,Slack,teaching thesis,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",3,4,0
10/2/2023 18:10:29,121,Slack,attendance,Refresh memory about what was said/discussed,Text messages,Manually e.g. scrolling up and down,"Empty list, I had to go and manually scroll to find my answer",3,1,0
10/2/2023 18:12:55,121,Slack,letter of support,Resources,Document,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",6,6,0
10/1/2023 21:09:19,122,Slack,a colleauge,"Entities (e.g. People, Brands, places, Movies)",Names of people or channels/groups mentioned in the chat.,Keywords within a textbox,in the search items,7,7,0
10/2/2023 22:17:24,122,Slack,internal link for a workshop recording: ai/ml introduction,Resources,URL link,Keywords within a textbox,"A list of individual messages, in chronological order",7,7,0
10/2/2023 22:28:21,122,Slack,searching for a colleauge of mine to chat with him,"Entities (e.g. People, Brands, places, Movies)",Names of people or channels/groups mentioned in the chat.,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",7,7,0
10/4/2023 22:21:00,122,Slack,Searching for a colleauge to start IM with him,"Entities (e.g. People, Brands, places, Movies)",Names of people or channels/groups mentioned in the chat.,Keywords within a textbox,My colleauge's name appeared below textbox search bar,7,7,0
10/16/2023 20:02:35,122,Slack,A colleauge to start a discussion,"Entities (e.g. People, Brands, places, Movies)",Names of people or channels/groups mentioned in the chat.,Manually e.g. scrolling up and down,His name showed in the bar under search box,5,7,0
10/18/2023 2:38:36,122,Slack,Name of a slack channel,Refresh memory about what was said/discussed,Thread of conversation,Manually e.g. scrolling up and down,"A list of short segments from a conversation, in chronological order",4,5,0
10/18/2023 2:39:44,122,Slack,colleauge name to start communication with him,"Entities (e.g. People, Brands, places, Movies)",Names of people or channels/groups mentioned in the chat.,Keywords within a textbox,his name appears below the search box,7,7,0
10/18/2023 2:42:29,122,Slack,"name of a slack channel, to find an agreement made with the team",Refresh memory about what was said/discussed,Thread of conversation,Manually e.g. scrolling up and down,"A list of individual messages, in chronological order",4,5,0
10/3/2023 16:35:40,123,Slack,jais,Resources,Text messages,Keywords within a textbox,"A list of individual messages, in chronological order",5,6,0
10/6/2023 19:14:47,123,Slack,in:@Tamer,Resources,URL link,Manually e.g. scrolling up and down,"A list of individual messages, in chronological order",4,3,0
10/6/2023 19:15:48,123,Slack,prepare,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of individual messages, in chronological order",3,2,0
10/6/2023 19:21:15,123,Slack,openai,Resources,Text messages,Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",3,1,0
10/9/2023 19:19:10,123,Slack,I will present,Refresh memory about what was said/discussed,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,2,0
10/9/2023 19:22:20,123,Slack,Schedule another meeting ,Assigned tasks to members,Thread of conversation,Keywords within a textbox,No results,4,1,0
10/9/2023 20:18:36,123,Slack,Presentation,Resources,Document,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of individual messages, in relevance/best-match order",6,5,0
10/9/2023 20:21:20,123,Slack,,Resources,Document,Manually e.g. scrolling up and down,"A list of individual messages, in chronological order",3,3,0
10/9/2023 20:25:27,123,Slack,Link,Work / Social announcements,URL link,Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",5,2,0
10/9/2023 20:27:31,123,Slack,Google drive link,Work / Social announcements,URL link,Natural language phrase/questions,"A list of individual messages, in relevance/best-match order",5,2,0
10/10/2023 6:19:33,123,Slack,Zoom link,Work / Social announcements,URL link,Natural language phrase/questions,"A list of individual messages, in chronological order",6,3,0
10/10/2023 6:23:22,123,Slack,Gift contributions,Refresh memory about what was said/discussed,Thread of conversation,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment",Got nothing!,5,1,0
10/10/2023 16:15:19,123,Slack,,Assigned tasks to members,Thread of conversation,Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",5,2,0
10/10/2023 16:16:51,123,Slack,Meeting room,"Entities (e.g. People, Brands, places, Movies)",Thread of conversation,Natural language phrase/questions,"A list of individual messages, in relevance/best-match order",5,4,0
10/10/2023 16:19:44,123,Slack,QCRI talk,Refresh memory about what was said/discussed,Text messages,Natural language phrase/questions,"A list of individual messages, in relevance/best-match order",6,5,0
10/12/2023 18:18:49,123,Slack,Zotero,"Entities (e.g. People, Brands, places, Movies)",Specific keywords or phrases mentioned in the chat.,Natural language phrase/questions,"A list of individual messages, in chronological order",5,5,0
10/12/2023 18:19:45,123,Slack,Register,"Entities (e.g. People, Brands, places, Movies)",URL link,Natural language phrase/questions,"A list of individual messages, in chronological order",5,2,0
10/12/2023 18:22:01,123,Slack,Submit,Assigned tasks to members,Text messages,Manually e.g. scrolling up and down,"A list of individual messages, in chronological order",5,2,0
10/12/2023 18:24:04,123,Slack,Send it back,Resources,Document,Natural language phrase/questions,"A list of individual messages, in relevance/best-match order",6,2,0
10/12/2023 18:26:34,123,Slack,in:Sohaila,Resources,Document,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment",No results,1,1,0
10/6/2023 6:47:20,124,MS Teams,Italian poster,Resources,"Multimedia (e.g. images, videos).",Keywords within a textbox,"A list of individual messages, in relevance/best-match order",3,3,0
10/6/2023 7:05:52,124,MS Teams,MCC logo,Resources,"Multimedia (e.g. images, videos).","Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of short segments from a conversation, in relevance/best-match order",2,2,0
10/6/2023 7:08:45,124,MS Teams,Language loop link,Resources,URL link,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of individual messages, in chronological order",4,3,0
10/6/2023 7:11:33,124,MS Teams,ACI Report,Resources,Specific keywords or phrases mentioned in the chat.,Keywords within a textbox,"A list of individual messages, in chronological order",1,1,0
10/6/2023 7:15:31,124,MS Teams,Someone's phone number ,"Entities (e.g. People, Brands, places, Movies)",Thread of conversation,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of short segments from a conversation, in relevance/best-match order",3,3,0
10/7/2023 15:25:29,124,MS Teams,Invitation ,Refresh memory about what was said/discussed,Document,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",3,1,0
10/7/2023 15:28:05,124,MS Teams,Brunswick Festival Program,Resources,Text messages,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of short segments from a conversation, in chronological order",2,2,0
10/7/2023 15:29:34,124,MS Teams,Erin's meeting ,"Entities (e.g. People, Brands, places, Movies)",Text messages,Keywords within a textbox,"A list of individual messages, in chronological order",3,4,0
10/7/2023 15:30:48,124,MS Teams,Nepali poster,Resources,"Multimedia (e.g. images, videos).","Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of short segments from a conversation, in relevance/best-match order",4,5,0
10/7/2023 15:33:41,124,MS Teams,Word play ,Refresh memory about what was said/discussed,Text messages,Keywords within a textbox,"A list of short segments from a conversation, in relevance/best-match order",3,3,0
10/9/2023 16:30:36,124,MS Teams,Syllaba ,Resources,Thread of conversation,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of short segments from a conversation, in relevance/best-match order",3,1,0
10/9/2023 16:31:32,124,MS Teams,Festa flyer,Resources,"Multimedia (e.g. images, videos).",Keywords within a textbox,"A list of individual messages, in chronological order",4,5,0
10/9/2023 16:32:31,124,MS Teams,Timing ,Refresh memory about what was said/discussed,Specific keywords or phrases mentioned in the chat.,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of conversations (multiple, subsequent messages), in chronological order",1,1,0
10/9/2023 16:33:26,124,MS Teams,Nepali ,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",3,2,0
10/9/2023 16:34:24,124,MS Teams,Voucher card,Resources,Specific keywords or phrases mentioned in the chat.,"Keywords within a textbox with operators such as AND, OR, quotes, temporal ranges, a user (from/to), has_attachment","A list of individual messages, in chronological order",2,3,0
10/16/2023 11:29:52,125,Slack,conundrum,Resources,URL link,Manually e.g. scrolling up and down,"A list of short segments from a conversation, in chronological order",6,6,0
10/16/2023 11:35:02,125,Slack,RQ,Refresh memory about what was said/discussed,Text messages,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,5,0
10/17/2023 14:22:47,125,Slack,https://,Resources,URL link,Keywords within a textbox,"A list of short segments from a conversation, in chronological order",4,5,0
11/17/2023 16:08:33,126,Slack,zotero,Refresh memory about what was said/discussed,Thread of conversation,Keywords within a textbox,"A list of individual messages, in chronological order",5,5,0
11/17/2023 16:36:39,126,Slack,postdoc,Resources,URL link,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,6,0
11/20/2023 11:40:56,126,Slack,paper,Refresh memory about what was said/discussed,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,4,0
11/20/2023 11:42:55,126,Slack,read paper,Refresh memory about what was said/discussed,Text messages,Keywords within a textbox,"A list of individual messages, in chronological order",6,5,0
11/20/2023 11:44:34,126,Slack,microsoft,Refresh memory about what was said/discussed,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,5,0
11/23/2023 10:51:14,126,Slack,latex,Resources,"Multimedia (e.g. images, videos).",Manually e.g. scrolling up and down,"A list of individual messages, in relevance/best-match order",5,5,0
11/23/2023 10:52:12,126,Slack,,"Entities (e.g. People, Brands, places, Movies)",Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",6,7,0
11/23/2023 10:53:26,126,Slack,,Work / Social announcements,Specific keywords or phrases mentioned in the chat.,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",6,6,0
11/23/2023 10:54:49,126,Slack,,Resources,URL link,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,5,0
11/23/2023 10:55:31,126,Slack,,Work / Social announcements,Text messages,Natural language phrase/questions,"A list of short segments from a conversation, in relevance/best-match order",4,2,0
11/23/2023 10:57:01,126,Slack,,Assigned tasks to members,Text messages,Manually e.g. scrolling up and down,"A list of conversations (multiple, subsequent messages), in chronological order",5,5,0
11/23/2023 10:58:01,126,Slack,,"Entities (e.g. People, Brands, places, Movies)",Specific keywords or phrases mentioned in the chat.,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,5,0
11/23/2023 11:00:05,126,Slack,,Refresh memory about what was said/discussed,Text messages,Keywords within a textbox,"A list of individual messages, in chronological order",6,6,0
11/23/2023 11:00:30,126,Slack,,Refresh memory about what was said/discussed,Text messages,Keywords within a textbox,"A list of individual messages, in relevance/best-match order",5,6,0
11/23/2023 11:01:26,126,Slack,,"Entities (e.g. People, Brands, places, Movies)",Specific keywords or phrases mentioned in the chat.,Keywords within a textbox,"A list of conversations (multiple, subsequent messages), in relevance/best-match order",6,6,0
11/23/2023 11:03:44,126,Slack,,Work / Social announcements,Thread of conversation,Keywords within a textbox,"A list of individual messages, in chronological order",6,6,0
11/23/2023 11:04:15,126,Slack,,Refresh memory about what was said/discussed,Thread of conversation,Natural language phrase/questions,"A list of individual messages, in relevance/best-match order",4,2,0
11/23/2023 11:05:18,126,Slack,,"Entities (e.g. People, Brands, places, Movies)",Text messages,Natural language phrase/questions,"A list of individual messages, in relevance/best-match order",4,3,0
11/23/2023 11:05:48,126,Slack,,"Entities (e.g. People, Brands, places, Movies)",Thread of conversation,Natural language phrase/questions,"A list of individual messages, in relevance/best-match order",2,2,0
11/23/2023 11:06:37,126,Slack,,"Entities (e.g. People, Brands, places, Movies)",Text messages,Keywords within a textbox,"A list of short segments from a conversation, in relevance/best-match order",6,6,0